case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
202502106,Only fair,Working full-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Female,West,Own your home free and clear (without a mortgage or loan)
201500874,Good,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202405873,Only fair,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202506807,Good,Not working,"$150,000 or more",35-44,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
201403015,Good,Working full-time,"$150,000 or more",65-74,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202505832,Poor,Not working,"$25,000 to $49,999",75+,Some college or Associate's degree,Female,West,Own your home free and clear (without a mortgage or loan)
201708982,Only fair,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202000092,Only fair,Working full-time,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202303019,Poor,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202302830,Only fair,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202503799,Only fair,Working full-time,"$75,000 to $99,999",25-34,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202103594,Only fair,Working full-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202505761,Good,Not working,"$25,000 to $49,999",65-74,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202504347,Only fair,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202505331,Good,Not working,"$75,000 to $99,999",65-74,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202000170,Poor,Not working,"$75,000 to $99,999",75+,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202501220,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202502049,Poor,Not working,"$25,000 to $49,999",65-74,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
201806924,Good,Working part-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201402720,Poor,Working full-time,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
201801979,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,Midwest,Pay rent
202505181,Good,Not working,"$10,000 to $24,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202501282,Good,Not working,"$150,000 or more",75+,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
202506759,Only fair,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202505350,Excellent,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
201803449,Only fair,Working part-time,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home with a mortgage or loan
201905171,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Northeast,Pay rent
201900862,Good,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
201706598,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
202101757,Good,Working part-time,"$10,000 to $24,999",25-34,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
201807380,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
201707649,Only fair,Working full-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,South,Pay rent
201900757,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202500664,Excellent,Working full-time,"$25,000 to $49,999",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
201806041,Poor,Working full-time,"$25,000 to $49,999",35-44,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202504774,Poor,Working full-time,"$100,000 to $149,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202502627,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
201905282,Only fair,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
201803112,Poor,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
201701118,Only fair,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,South,Pay rent
201905054,Only fair,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,West,Pay rent
202502465,Poor,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
201402376,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202505097,Excellent,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,Northeast,Pay rent
201706652,Only fair,Working full-time,"$150,000 or more",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201905446,Good,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home with a mortgage or loan
202404662,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,South,Pay rent
201806717,Poor,Working full-time,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
201801948,Only fair,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202503523,Good,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
201803363,Good,Not working,"$10,000 to $24,999",55-64,No high school diploma or GED,Female,Midwest,Neither own nor pay rent
202504322,Good,Not working,"$100,000 to $149,999",75+,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202503545,Poor,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
201803623,Only fair,Not working,"$10,000 to $24,999",35-44,No high school diploma or GED,Female,West,Pay rent
202506102,Poor,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
201800535,Only fair,Not working,"$150,000 or more",65-74,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
202505668,Poor,Not working,"$10,000 to $24,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
201500671,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,Midwest,Pay rent
202506493,Only fair,Not working,"$50,000 to $74,999",55-64,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202303174,Only fair,Working full-time,"$100,000 to $149,999",45-54,Some college or Associate's degree,Male,Northeast,Pay rent
202505469,Good,Working full-time,"$150,000 or more",35-44,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
201700076,Only fair,Working part-time,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202003450,Only fair,Not working,"$150,000 or more",75+,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
201706580,Only fair,Not working,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202104934,Good,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202505030,Poor,Working full-time,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202505957,Good,Not working,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202301088,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202503300,Good,Not working,"$50,000 to $74,999",65-74,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
201806408,Only fair,Working full-time,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
201700996,Only fair,Not working,"Less than $10,000",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202505142,Only fair,Not working,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202503716,Good,Working full-time,"$150,000 or more",65-74,Some college or Associate's degree,Female,Northeast,Own your home with a mortgage or loan
201501826,Only fair,Working full-time,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202505456,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201705823,Only fair,Working full-time,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
